00:43:45 | INFO    | smoke | config loaded from D:\VoiceBridge Ai\config.yaml
19:56:32 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/facebook/nllb-200-distilled-600M/f8d333a098d19b4fd9a8b18f94170487ad3f821d/config.json "HTTP/1.1 200 OK"
19:56:33 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/facebook/nllb-200-distilled-600M/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
19:56:33 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/facebook/nllb-200-distilled-600M/f8d333a098d19b4fd9a8b18f94170487ad3f821d/tokenizer_config.json "HTTP/1.1 200 OK"
19:56:34 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/facebook/nllb-200-distilled-600M/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
19:56:34 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/facebook/nllb-200-distilled-600M/f8d333a098d19b4fd9a8b18f94170487ad3f821d/tokenizer_config.json "HTTP/1.1 200 OK"
19:56:35 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/facebook/nllb-200-distilled-600M/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
19:56:36 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/facebook/nllb-200-distilled-600M/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
19:56:42 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/facebook/nllb-200-distilled-600M "HTTP/1.1 200 OK"
19:56:43 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/facebook/nllb-200-distilled-600M/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
19:56:44 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/facebook/nllb-200-distilled-600M/f8d333a098d19b4fd9a8b18f94170487ad3f821d/config.json "HTTP/1.1 200 OK"
19:56:46 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/facebook/nllb-200-distilled-600M/resolve/main/pytorch_model.bin "HTTP/1.1 302 Found"
19:59:23 | INFO    | httpx | HTTP Request: GET http://testserver/api/info "HTTP/1.1 200 OK"
19:59:23 | INFO    | httpx | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
19:59:23 | INFO    | httpx | HTTP Request: POST http://testserver/api/stop "HTTP/1.1 200 OK"
20:00:10 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Loading Whisper 'tiny' on cuda (float16)...
20:00:12 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-tiny/revision/main "HTTP/1.1 200 OK"
20:00:13 | WARNING | voicebridge.stt.faster_whisper_backend | [AR->EN] Could not load on cuda: CUDA failed with error CUDA driver version is insufficient for CUDA runtime version
20:00:13 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Loading Whisper 'tiny' on cpu (int8)...
20:00:14 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-tiny/revision/main "HTTP/1.1 200 OK"
20:00:14 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 1593.4ms (device=cpu, cache_hit=False)
20:00:14 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Whisper ready on cpu (loaded in 1593.4ms)
20:00:14 | INFO    | voicebridge.stt.manager | [AR->EN] Selected STT provider: faster-whisper
20:00:14 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:00:15 | INFO    | voicebridge.translation.manager | Translation backend enabled: google
20:00:16 | INFO    | voicebridge.translation.manager | Translation backend enabled: argos
20:00:16 | INFO    | voicebridge.translation.manager | Translation backend enabled: nllb
20:00:18 | INFO    | voicebridge.tts.manager | TTS backend selected: edge-tts
20:00:18 | INFO    | voicebridge.lipsync.wav2lip_backend | Wav2Lip unavailable; missing: Wav2Lip inference.py, checkpoint, source face
20:00:18 | INFO    | voicebridge.lipsync.wav2lip_backend | Wav2Lip unavailable; missing: Wav2Lip inference.py, checkpoint, source face
20:00:18 | WARNING | voicebridge.lipsync.manager | Requested lip-sync backend 'demo' unavailable; using 'null'
20:00:18 | INFO    | voicebridge.lipsync.manager | Lip-sync backend selected: null
20:00:18 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 1200.0ms (device=cpu, cache_hit=False)
20:00:18 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 5.0ms (device=cpu, cache_hit=True)
20:00:18 | INFO    | voicebridge.metrics.reporter | Exported Markdown report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-21\test_performance_reporter0\report.md
20:00:18 | INFO    | voicebridge.metrics.reporter | Exported JSON report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-21\test_performance_reporter0\report.json
20:00:18 | INFO    | voicebridge.metrics.reporter | Exported CSV report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-21\test_performance_reporter0\report.csv
20:00:29 | INFO    | __main__ | Starting VoiceBridge AI on http://127.0.0.1:8000
20:00:36 | INFO    | voicebridge.translation.manager | Translation backend enabled: google
20:00:38 | INFO    | voicebridge.translation.manager | Translation backend enabled: argos
20:00:38 | INFO    | voicebridge.translation.manager | Translation backend enabled: nllb
20:00:40 | INFO    | voicebridge.tts.manager | TTS backend selected: edge-tts
20:00:40 | INFO    | voicebridge.lipsync.wav2lip_backend | Wav2Lip unavailable; missing: Wav2Lip inference.py, checkpoint, source face
20:00:40 | INFO    | voicebridge.lipsync.wav2lip_backend | Wav2Lip unavailable; missing: Wav2Lip inference.py, checkpoint, source face
20:00:40 | WARNING | voicebridge.lipsync.manager | Requested lip-sync backend 'wav2lip' unavailable; using 'null'
20:00:40 | INFO    | voicebridge.lipsync.manager | Lip-sync backend selected: null
20:00:40 | INFO    | voicebridge.stt.faster_whisper_backend | [EN->AR] Loading Whisper 'tiny' on cuda (float16)...
20:00:42 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-tiny/revision/main "HTTP/1.1 200 OK"
20:00:42 | WARNING | voicebridge.stt.faster_whisper_backend | [EN->AR] Could not load on cuda: CUDA failed with error CUDA driver version is insufficient for CUDA runtime version
20:00:42 | INFO    | voicebridge.stt.faster_whisper_backend | [EN->AR] Loading Whisper 'tiny' on cpu (int8)...
20:00:43 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-tiny/revision/main "HTTP/1.1 200 OK"
20:00:44 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 1257.3ms (device=cpu, cache_hit=False)
20:00:44 | INFO    | voicebridge.stt.faster_whisper_backend | [EN->AR] Whisper ready on cpu (loaded in 1257.3ms)
20:00:44 | INFO    | voicebridge.stt.manager | [EN->AR] Selected STT provider: faster-whisper
20:00:44 | INFO    | voicebridge.pipeline.orchestrator | Registered direction EN->AR (speaker=me, source=microphone)
20:00:44 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Loading Whisper 'tiny' on cuda (float16)...
20:00:44 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-tiny/revision/main "HTTP/1.1 200 OK"
20:00:44 | WARNING | voicebridge.stt.faster_whisper_backend | [AR->EN] Could not load on cuda: CUDA failed with error CUDA driver version is insufficient for CUDA runtime version
20:00:44 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Loading Whisper 'tiny' on cpu (int8)...
20:00:45 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-tiny/revision/main "HTTP/1.1 200 OK"
20:00:45 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 1344.3ms (device=cpu, cache_hit=True)
20:00:45 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Whisper ready on cpu (loaded in 1344.3ms)
20:00:45 | INFO    | voicebridge.stt.manager | [AR->EN] Selected STT provider: faster-whisper
20:00:45 | INFO    | voicebridge.pipeline.orchestrator | Registered direction AR->EN (speaker=other, source=microphone)
20:00:46 | INFO    | voicebridge.audio.capture | Microphone open (VAD chunking)
20:00:46 | INFO    | voicebridge.audio.capture | Microphone open (VAD chunking)
20:00:58 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:01:20 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:01:23 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:07:13 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:07:29 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:07:52 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:07:57 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:08:28 | INFO    | httpx | HTTP Request: GET http://testserver/api/info "HTTP/1.1 200 OK"
20:08:28 | INFO    | httpx | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
20:08:28 | INFO    | httpx | HTTP Request: POST http://testserver/api/stop "HTTP/1.1 200 OK"
20:08:37 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:08:40 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Loading Whisper 'large-v3' on cuda (float16)...
20:08:42 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-large-v3/revision/main "HTTP/1.1 200 OK"
20:08:43 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/config.json "HTTP/1.1 307 Temporary Redirect"
20:08:43 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
20:08:43 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
20:08:44 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/config.json "HTTP/1.1 200 OK"
20:08:45 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/config.json "HTTP/1.1 200 OK"
20:08:46 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/vocabulary.json "HTTP/1.1 307 Temporary Redirect"
20:08:46 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/model.bin "HTTP/1.1 302 Found"
20:08:46 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/preprocessor_config.json "HTTP/1.1 307 Temporary Redirect"
20:08:46 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/tokenizer.json "HTTP/1.1 307 Temporary Redirect"
20:08:46 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/vocabulary.json "HTTP/1.1 200 OK"
20:08:46 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/preprocessor_config.json "HTTP/1.1 200 OK"
20:08:46 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/tokenizer.json "HTTP/1.1 200 OK"
20:08:46 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-large-v3/xet-read-token/edaa852ec7e145841d8ffdb056a99866b5f0a478 "HTTP/1.1 200 OK"
20:08:47 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/preprocessor_config.json "HTTP/1.1 200 OK"
20:08:47 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/vocabulary.json "HTTP/1.1 200 OK"
20:08:47 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/tokenizer.json "HTTP/1.1 200 OK"
20:09:33 | INFO    | voicebridge.pipeline.orchestrator | Stopping pipeline...
14:45:49 | INFO    | httpx | HTTP Request: GET http://testserver/api/info "HTTP/1.1 200 OK"
14:45:49 | INFO    | httpx | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
14:45:49 | INFO    | httpx | HTTP Request: POST http://testserver/api/stop "HTTP/1.1 200 OK"
14:46:29 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Loading Whisper 'large-v3' on cuda (float16)...
14:46:34 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-large-v3/revision/main "HTTP/1.1 200 OK"
14:46:35 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/model.bin "HTTP/1.1 302 Found"
14:46:35 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
14:46:36 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-large-v3/xet-read-token/edaa852ec7e145841d8ffdb056a99866b5f0a478 "HTTP/1.1 200 OK"
14:53:23 | INFO    | httpx | HTTP Request: GET http://testserver/api/info "HTTP/1.1 200 OK"
14:53:23 | INFO    | httpx | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
14:53:23 | INFO    | httpx | HTTP Request: POST http://testserver/api/stop "HTTP/1.1 200 OK"
14:53:29 | INFO    | voicebridge.stt.faster_whisper_backend | [AR->EN] Loading Whisper 'large-v3' on cuda (float16)...
14:53:32 | INFO    | httpx | HTTP Request: GET https://huggingface.co/api/models/Systran/faster-whisper-large-v3/revision/main "HTTP/1.1 200 OK"
14:53:33 | INFO    | httpx | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/model.bin "HTTP/1.1 302 Found"
14:53:33 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
14:55:38 | INFO    | httpx | HTTP Request: GET http://testserver/api/info "HTTP/1.1 200 OK"
14:55:38 | INFO    | httpx | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
14:55:38 | INFO    | httpx | HTTP Request: POST http://testserver/api/stop "HTTP/1.1 200 OK"
14:55:38 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
14:55:53 | INFO    | httpx | HTTP Request: GET http://testserver/api/info "HTTP/1.1 200 OK"
14:55:53 | INFO    | httpx | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
14:55:53 | INFO    | httpx | HTTP Request: POST http://testserver/api/stop "HTTP/1.1 200 OK"
14:55:53 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
14:55:53 | INFO    | voicebridge.translation.manager | Translation backend enabled: google
14:56:01 | INFO    | voicebridge.translation.manager | Translation backend enabled: argos
14:56:01 | INFO    | voicebridge.translation.manager | Translation backend enabled: nllb
14:56:03 | INFO    | voicebridge.tts.manager | TTS backend selected: edge-tts
14:56:03 | INFO    | voicebridge.lipsync.wav2lip_backend | Wav2Lip unavailable; missing: Wav2Lip inference.py, checkpoint, source face
14:56:03 | INFO    | voicebridge.lipsync.wav2lip_backend | Wav2Lip unavailable; missing: Wav2Lip inference.py, checkpoint, source face
14:56:03 | WARNING | voicebridge.lipsync.manager | Requested lip-sync backend 'demo' unavailable; using 'null'
14:56:03 | INFO    | voicebridge.lipsync.manager | Lip-sync backend selected: null
14:56:03 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 1200.0ms (device=cpu, cache_hit=False)
14:56:03 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 5.0ms (device=cpu, cache_hit=True)
14:56:03 | INFO    | voicebridge.metrics.reporter | Exported Markdown report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-24\test_performance_reporter0\report.md
14:56:03 | INFO    | voicebridge.metrics.reporter | Exported JSON report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-24\test_performance_reporter0\report.json
14:56:03 | INFO    | voicebridge.metrics.reporter | Exported CSV report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-24\test_performance_reporter0\report.csv
14:56:03 | WARNING | voicebridge.telemetry.tracing | Trace telemetry-test-id Warning: Low audio volume
14:56:03 | ERROR   | voicebridge.telemetry.tracing | [TTS] Trace error-trace-456 Error: Engine failure
15:04:58 | INFO    | httpx | HTTP Request: GET http://testserver/api/info "HTTP/1.1 200 OK"
15:04:58 | INFO    | httpx | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
15:04:58 | INFO    | httpx | HTTP Request: POST http://testserver/api/stop "HTTP/1.1 200 OK"
15:04:58 | INFO    | voicebridge.pipeline.worker | [AR->EN] Text-only translation for speaker 'other' (voice disabled)
15:04:58 | INFO    | voicebridge.translation.manager | Translation backend enabled: google
15:05:09 | INFO    | voicebridge.translation.manager | Translation backend enabled: argos
15:05:09 | INFO    | voicebridge.translation.manager | Translation backend enabled: nllb
15:05:11 | INFO    | voicebridge.tts.manager | TTS backend selected: edge-tts
15:05:11 | INFO    | voicebridge.lipsync.wav2lip_backend | Wav2Lip unavailable; missing: Wav2Lip inference.py, checkpoint, source face
15:05:11 | INFO    | voicebridge.lipsync.wav2lip_backend | Wav2Lip unavailable; missing: Wav2Lip inference.py, checkpoint, source face
15:05:11 | WARNING | voicebridge.lipsync.manager | Requested lip-sync backend 'demo' unavailable; using 'null'
15:05:11 | INFO    | voicebridge.lipsync.manager | Lip-sync backend selected: null
15:05:11 | INFO    | voicebridge.translation.manager | Translation backend enabled: nllb
15:05:11 | INFO    | voicebridge.translation.manager | Translation backend enabled: google
15:05:11 | INFO    | voicebridge.translation.manager | Translation backend enabled: argos
15:05:11 | INFO    | voicebridge.tts.manager | TTS backend selected: edge-tts
15:05:11 | INFO    | voicebridge.pipeline.async_pipeline | [AsyncPipeline] Starting 5 stage workers...
15:05:11 | INFO    | voicebridge.pipeline.workers.base_worker | [VAD Worker] Started.
15:05:11 | INFO    | voicebridge.pipeline.workers.base_worker | [STT Worker] Started.
15:05:11 | INFO    | voicebridge.pipeline.workers.base_worker | [LLM Worker] Started.
15:05:11 | INFO    | voicebridge.pipeline.workers.base_worker | [TTS Worker] Started.
15:05:11 | INFO    | voicebridge.pipeline.workers.base_worker | [Playback Worker] Started.
15:05:11 | INFO    | voicebridge.pipeline.async_pipeline | [AsyncPipeline] Stopping worker threads...
15:05:11 | INFO    | voicebridge.pipeline.workers.base_worker | [VAD Worker] Stopped. Processed 0 items.
15:05:11 | INFO    | voicebridge.pipeline.workers.base_worker | [Playback Worker] Stopped. Processed 0 items.
15:05:12 | INFO    | voicebridge.pipeline.workers.base_worker | [LLM Worker] Stopped. Processed 0 items.
15:05:12 | INFO    | voicebridge.pipeline.workers.base_worker | [STT Worker] Stopped. Processed 0 items.
15:05:12 | INFO    | voicebridge.pipeline.workers.base_worker | [TTS Worker] Stopped. Processed 0 items.
15:05:12 | INFO    | voicebridge.pipeline.async_queue | [stt_q Backpressure] Compacted partial transcript for trace_id=t3. Remaining queue size=1
15:05:12 | WARNING | voicebridge.pipeline.async_queue | [item_q Backpressure] Queue full. Evicted oldest item (trace_id=unknown) to accept trace_id=d4ce386b-d83c-4c66-99d1-7f66f5c2f517
15:05:12 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 1200.0ms (device=cpu, cache_hit=False)
15:05:12 | INFO    | voicebridge.metrics.model_tracker | Model [stt/whisper_tiny_cpu] loaded in 5.0ms (device=cpu, cache_hit=True)
15:05:12 | INFO    | voicebridge.metrics.reporter | Exported Markdown report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-27\test_performance_reporter0\report.md
15:05:12 | INFO    | voicebridge.metrics.reporter | Exported JSON report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-27\test_performance_reporter0\report.json
15:05:12 | INFO    | voicebridge.metrics.reporter | Exported CSV report -> C:\Users\Amin Khan\AppData\Local\Temp\pytest-of-Amin Khan\pytest-27\test_performance_reporter0\report.csv
15:05:12 | INFO    | voicebridge.warmup | Model warm-up disabled via configuration (lazy loading enabled).
15:05:12 | INFO    | voicebridge.warmup | Starting model warm-up phase...
15:05:12 | INFO    | voicebridge.metrics.model_tracker | Model [vad/<MagicMock name='VadAdapter().name' id='2339169098064'>] loaded in 1.5ms (device=cpu, cache_hit=False)
15:05:12 | INFO    | voicebridge.metrics.model_tracker | Model [stt/<MagicMock name='SttAdapter().name' id='2339168002768'>] loaded in 0.9ms (device=cpu, cache_hit=False)
15:05:12 | INFO    | voicebridge.metrics.model_tracker | Model [llm/<MagicMock name='LlmAdapter().name' id='2339160915280'>] loaded in 0.9ms (device=cpu, cache_hit=False)
15:05:12 | INFO    | voicebridge.metrics.model_tracker | Model [tts/<MagicMock name='TtsAdapter().name' id='2339169164688'>] loaded in 1.2ms (device=cpu, cache_hit=False)
15:05:12 | INFO    | voicebridge.warmup | Model warm-up complete! Durations: {'vad': 1.5359000535681844, 'stt': 0.9113000705838203, 'llm': 0.8568000048398972, 'tts': 1.1670999228954315}
15:05:12 | WARNING | voicebridge.telemetry.tracing | Trace telemetry-test-id Warning: Low audio volume
15:05:12 | ERROR   | voicebridge.telemetry.tracing | [TTS] Trace error-trace-456 Error: Engine failure
15:17:15 | INFO    | voicebridge.routing.router | [ModelRouter] Selected STT provider 'faster-whisper' (Tier=fast, Score=1.00)
15:17:15 | INFO    | voicebridge.routing.router | [ModelRouter] Selected LLM provider 'google' (Tier=balanced, Score=1.00)
15:17:15 | INFO    | voicebridge.routing.router | [ModelRouter] Selected LLM provider 'google' (Tier=fast, Score=1.00)
15:17:15 | ERROR   | voicebridge.routing.fallback_chain | [test_llm FallbackChain] Provider primary failed (Primary network timeout) for trace_id=t-2. Trying next candidate...
15:17:15 | WARNING | voicebridge.routing.fallback_chain | [test_llm FallbackChain] Failing over to candidate 2 (secondary) for trace_id=t-2
15:17:15 | ERROR   | voicebridge.resilience.circuit_breaker | [primary CircuitBreaker] CLOSED -> OPEN (Failures=1 threshold=1, Error: Failed) for trace_id=t-0
15:17:15 | ERROR   | voicebridge.routing.fallback_chain | [test_cb FallbackChain] Provider primary failed ([primary] Circuit is OPEN for trace_id=t-3) for trace_id=t-3. Trying next candidate...
15:17:15 | WARNING | voicebridge.routing.fallback_chain | [test_cb FallbackChain] Failing over to candidate 2 (secondary) for trace_id=t-3
15:17:15 | ERROR   | voicebridge.resilience.circuit_breaker | [whisper CircuitBreaker] CLOSED -> OPEN (Failures=2 threshold=2, Error: fail 2) for trace_id=t-2
15:17:15 | ERROR   | voicebridge.resilience.circuit_breaker | [whisper CircuitBreaker] CLOSED -> OPEN (Failures=1 threshold=1, Error: fail) for trace_id=t-1
15:17:15 | INFO    | voicebridge.resilience.circuit_breaker | [whisper CircuitBreaker] t-2 -> HALF_OPEN (Testing recovery)
15:17:15 | INFO    | voicebridge.resilience.circuit_breaker | [whisper CircuitBreaker] t-2 -> CLOSED (Recovered)
15:17:16 | INFO    | httpx | HTTP Request: GET http://testserver/api/health/liveness "HTTP/1.1 200 OK"
15:17:16 | INFO    | httpx | HTTP Request: GET http://testserver/api/health/readiness "HTTP/1.1 200 OK"
15:17:16 | INFO    | voicebridge.benchmarks.load_tester | [LoadTester] Starting load test with 2 users (2 reqs/user)...
15:17:16 | INFO    | voicebridge.routing.router | [ModelRouter] Selected STT provider 'faster-whisper' (Tier=balanced, Score=1.00)
15:17:16 | INFO    | voicebridge.routing.router | [ModelRouter] Selected STT provider 'faster-whisper' (Tier=balanced, Score=1.00)
15:17:16 | INFO    | voicebridge.routing.router | [ModelRouter] Selected STT provider 'faster-whisper' (Tier=balanced, Score=1.00)
15:17:16 | INFO    | voicebridge.routing.router | [ModelRouter] Selected STT provider 'faster-whisper' (Tier=balanced, Score=1.00)
15:17:16 | INFO    | voicebridge.benchmarks.load_tester | [LoadTester] Results: {'num_concurrent_users': 2, 'total_requests': 4, 'successful_requests': 4, 'failed_requests': 0, 'total_elapsed_sec': 0.03, 'throughput_req_per_sec': 141.22, 'latency_p50_ms': 12.51, 'latency_p95_ms': 12.9, 'latency_p99_ms': 12.93, 'error_rate_pct': 0.0}
15:18:14 | INFO    | voicebridge.routing.router | [ModelRouter] Selected STT provider 'faster-whisper' (Tier=fast, Score=1.00)
15:18:14 | INFO    | voicebridge.routing.router | [ModelRouter] Selected LLM provider 'google' (Tier=balanced, Score=1.00)
15:18:14 | INFO    | voicebridge.routing.router | [ModelRouter] Selected LLM provider 'google' (Tier=fast, Score=1.00)
15:18:14 | ERROR   | voicebridge.routing.fallback_chain | [test_llm FallbackChain] Provider primary failed (Primary network timeout) for trace_id=t-2. Trying next candidate...
15:18:14 | WARNING | voicebridge.routing.fallback_chain | [test_llm FallbackChain] Failing over to candidate 2 (secondary) for trace_id=t-2
15:18:14 | ERROR   | voicebridge.resilience.circuit_breaker | [primary CircuitBreaker] CLOSED -> OPEN (Failures=1 threshold=1, Error: Failed) for trace_id=t-0
15:18:14 | ERROR   | voicebridge.routing.fallback_chain | [test_cb FallbackChain] Provider primary failed ([primary] Circuit is OPEN for trace_id=t-3) for trace_id=t-3. Trying next candidate...
15:18:14 | WARNING | voicebridge.routing.fallback_chain | [test_cb FallbackChain] Failing over to candidate 2 (secondary) for trace_id=t-3
15:18:14 | ERROR   | voicebridge.resilience.circuit_breaker | [whisper CircuitBreaker] CLOSED -> OPEN (Failures=2 threshold=2, Error: fail 2) for trace_id=t-2
15:18:14 | ERROR   | voicebridge.resilience.circuit_breaker | [whisper CircuitBreaker] CLOSED -> OPEN (Failures=1 threshold=1, Error: fail) for trace_id=t-1
15:18:14 | INFO    | voicebridge.resilience.circuit_breaker | [whisper CircuitBreaker] t-2 -> HALF_OPEN (Testing recovery)
15:18:14 | INFO    | voicebridge.resilience.circuit_breaker | [whisper CircuitBreaker] t-2 -> CLOSED (Recovered)
15:18:14 | INFO    | httpx | HTTP Request: GET http://testserver/api/health "HTTP/1.1 200 OK"
